news_sentence,sentiment_analysis
$EFUT hod  posted buy pm at $4.40,"[{'label': 'NEGATIVE', 'score': 0.9984456896781921}]"
$AAPL short some 592.49,"[{'label': 'NEGATIVE', 'score': 0.9981005787849426}]"
"@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.","[{'label': 'NEGATIVE', 'score': 0.9987585544586182}]"
"$AAPL Taking out the shorts here, a punishing reminder not to spear the  strongest in the herd.","[{'label': 'NEGATIVE', 'score': 0.9739884734153748}]"
Think $FMS will challendge 200-EMA in not distant future.   Look at yesterday's volume,"[{'label': 'NEGATIVE', 'score': 0.9867201447486877}]"
"RT @Dasan @TMTanalyst ...since $AAPL mastered their supply chain // in cornering NAND, Apple mastered EVERYONE'S supply chain!","[{'label': 'POSITIVE', 'score': 0.9621548056602478}]"
$PRLB hanging tough in down market due to analyst upgrades last week. Up almost 3%.,"[{'label': 'NEGATIVE', 'score': 0.9966734647750854}]"
$AMRN It's accumulating. I think buy now or hold your peace. This should go up today/tomorrow.,"[{'label': 'POSITIVE', 'score': 0.9072520732879639}]"
$AXP Looking for continuation with volume increase http://stks.co/c8sR,"[{'label': 'NEGATIVE', 'score': 0.9922441840171814}]"
MT @TheAcsMan Amazing seeing everyone suddenly touting $MSFT. Long been favorite covered call & double dip dividend play.,"[{'label': 'POSITIVE', 'score': 0.9834633469581604}]"
Surprising to see $JWN and $SKS sales numbers still holding up so well. I guess the high end might not be a concern after all.,"[{'label': 'POSITIVE', 'score': 0.9956299066543579}]"
"AP: Caterpillar posts 60 percent jump in 4Q profit on steep global sales increase, tops Wall St. view > $CAT","[{'label': 'NEGATIVE', 'score': 0.9532526135444641}]"
$SPY Long 1/2 position 137.89,"[{'label': 'NEGATIVE', 'score': 0.99370276927948}]"
$AAPL price momentum weakening going into the close.,"[{'label': 'NEGATIVE', 'score': 0.998816967010498}]"
RT @ACInvestorBlog $AAPL still on track for $500,"[{'label': 'NEGATIVE', 'score': 0.9972931742668152}]"
$SPY $MITK fast 56pc dive http://stks.co/3ffN $$,"[{'label': 'NEGATIVE', 'score': 0.9992932081222534}]"
$BAC in for swing trade  looks like want go up,"[{'label': 'NEGATIVE', 'score': 0.9711360335350037}]"
$PCLN runs into the 50sma on the acquisition news,"[{'label': 'NEGATIVE', 'score': 0.9973982572555542}]"
$aapl short term fund/redemption liquidations.. Should have the channel cleared soon and on solid footing. $520 is new floor come July! :),"[{'label': 'NEGATIVE', 'score': 0.9886952042579651}]"
$WYNN big bounce,"[{'label': 'NEGATIVE', 'score': 0.5259738564491272}]"
$GLD http://stks.co/44ow On closer inspection.  Resistance 10 points north at 200d and downward trendline. Chart 2 of 2.,"[{'label': 'NEGATIVE', 'score': 0.9969598054885864}]"
$AAPL wants lower. up waves getting smaller on the 2 min,"[{'label': 'NEGATIVE', 'score': 0.998457670211792}]"
Short interest increases yet again http://stks.co/e19h via @ryandetrick $SPY,"[{'label': 'NEGATIVE', 'score': 0.9737315773963928}]"
"$QCOR a little pullback is fine but if this erases all of todays gains, I cannot believe the manipulation its capable of","[{'label': 'NEGATIVE', 'score': 0.997383177280426}]"
$WMT BULLISH with MACD CROSSOVER with RSI and STO going up - above 73.4$ MA50 res. could run http://stks.co/gGCq,"[{'label': 'NEGATIVE', 'score': 0.9982020854949951}]"
Rival companies $GWR and WATCO eyeing $RA w take-over interest.  http://stks.co/o0xY,"[{'label': 'NEGATIVE', 'score': 0.9926639795303345}]"
$AAPL 620 resistance area,"[{'label': 'NEGATIVE', 'score': 0.9947394728660583}]"
what is up with $HK..... from Jan to now it's been a sinking ship...,"[{'label': 'NEGATIVE', 'score': 0.9997096657752991}]"
"$WGO's BoD was right to reject the offer. That company is low because of the economy, not because of any type of mismanagement or anything.","[{'label': 'NEGATIVE', 'score': 0.9991992115974426}]"
I'm no professional ANAL-yst but I DO put my $ where my mouth is. $AAPL will do $575 b4 yr.endâ€”That's another hun from here.Long LEAPS =^.^=,"[{'label': 'NEGATIVE', 'score': 0.996672511100769}]"
"$AAPL bounce right now has no vol, more vol when it slid","[{'label': 'NEGATIVE', 'score': 0.9988000392913818}]"
"$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look","[{'label': 'POSITIVE', 'score': 0.5392454266548157}]"
$NIHD insiders got this one wrong. Looking for bottom. Rsi under 30,"[{'label': 'NEGATIVE', 'score': 0.9995865225791931}]"
$AAPL long 630.91,"[{'label': 'NEGATIVE', 'score': 0.9918741583824158}]"
"It's a bad idea to make 5 min predictions based on faith: RT @dandyduct $AAPL Sell signal hit at 584, it will go down for the next 5 min","[{'label': 'NEGATIVE', 'score': 0.9997990727424622}]"
$KCG bot at 2.24,"[{'label': 'NEGATIVE', 'score': 0.9973716735839844}]"
$HZNP havent seen vol like this since the runup. lets see one more dip to 2.0x,"[{'label': 'NEGATIVE', 'score': 0.9976028800010681}]"
pretty steady accumulation off support today.  Purdy. $AGU,"[{'label': 'POSITIVE', 'score': 0.9922989010810852}]"
Out of shorts $ALTR at 38.85 with loss,"[{'label': 'NEGATIVE', 'score': 0.998689591884613}]"
"$GMCR with the way this has been acting, it may fall to 65 today, horrible action since it hit 70 yesterday","[{'label': 'NEGATIVE', 'score': 0.9997679591178894}]"
$EBAY had a nice breakout of the recent consolidation. Congrats to those who had it. http://stks.co/2TAd,"[{'label': 'POSITIVE', 'score': 0.9971725940704346}]"
"$SDS +1.46% 15.32, picking up some speed. May 16 calls now +35% .19: http://stks.co/3eiK, Next week $16 calls .11c: http://stks.co/3eiL","[{'label': 'NEGATIVE', 'score': 0.9886168837547302}]"
"$AAPL AAPL: Gundlach Slams iPad mini, Sees Downside to $425. http://stks.co/bDqV","[{'label': 'NEGATIVE', 'score': 0.9994852542877197}]"
$AAPL AUG 645 calls +550% .67c: http://stks.co/i9T3,"[{'label': 'NEGATIVE', 'score': 0.9952933192253113}]"
"Went long on this $COG, will see 70's again me thinks","[{'label': 'NEGATIVE', 'score': 0.9807595610618591}]"
$AAPL nibbling on a small long via 525.. buying off 13min charts..,"[{'label': 'NEGATIVE', 'score': 0.9984523057937622}]"
Added. Cost now at 1.54. Bounce off of Put OI & S1 pivot. @moteltan BTO $AAPL Apr 27 2012 605.0 Calls @ 1.66 for ride to 609 ish.,"[{'label': 'NEGATIVE', 'score': 0.9884334206581116}]"
"$WAC trade continuing very nicely from yesterday, almost up $3 from yesterday entry, deal pricing tonight looking very strong here... $SPY","[{'label': 'POSITIVE', 'score': 0.9965380430221558}]"
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,"[{'label': 'NEGATIVE', 'score': 0.9951693415641785}]"
$BONE Earnings Stocks Poised to Pop http://stks.co/2zWE,"[{'label': 'NEGATIVE', 'score': 0.5321550369262695}]"
$SONC Amazing run since middle of March - obvious that the quality/tastiness of their burgers is not being factored into this price advance,"[{'label': 'NEGATIVE', 'score': 0.9984070658683777}]"
$LEE http://stks.co/24kM LEE ready to exit bankruptcy. Strong volume today.,"[{'label': 'POSITIVE', 'score': 0.9465939998626709}]"
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,"[{'label': 'NEGATIVE', 'score': 0.999589741230011}]"
$KITD Looking for a oversold bounce.,"[{'label': 'NEGATIVE', 'score': 0.9989060163497925}]"
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,"[{'label': 'POSITIVE', 'score': 0.9713870286941528}]"
$NSM ascending base breakout starting to gain traction; strong stock http://stks.co/gBSH,"[{'label': 'POSITIVE', 'score': 0.9919120073318481}]"
$aapl.  Test the high today and probably go beyond after hours...,"[{'label': 'NEGATIVE', 'score': 0.9941211342811584}]"
Long $PCLN,"[{'label': 'NEGATIVE', 'score': 0.997065007686615}]"
"$HLF shorts made a killing last couple days, might make more if cover and buy back?","[{'label': 'NEGATIVE', 'score': 0.9993020296096802}]"
Multi Top on $MCD chart finally leads to a fall in price.  Stability is questioned in the stock but coming weeks will tell.,"[{'label': 'NEGATIVE', 'score': 0.9961555600166321}]"
$MFLX up  pre mkt. Looks like GAP has been filled....lookin 4 short opt here,"[{'label': 'NEGATIVE', 'score': 0.9986523985862732}]"
RT @jan $ARNA Don't think buyout rumor strong enough too be driving this up just yet...when it is this may fly like aapl...// fly how high?,"[{'label': 'NEGATIVE', 'score': 0.9892183542251587}]"
$AAPL Right back in ... - Buy the dips brought to you by CNBC. LOL,"[{'label': 'NEGATIVE', 'score': 0.9913650751113892}]"
$DMND green and moving,"[{'label': 'POSITIVE', 'score': 0.9729951024055481}]"
$MTD (Mettler-Toledo) ready for a breakout,"[{'label': 'NEGATIVE', 'score': 0.9837585091590881}]"
$ACAD under $2 today?,"[{'label': 'NEGATIVE', 'score': 0.9938388466835022}]"
$amzn breaking,"[{'label': 'NEGATIVE', 'score': 0.9885942935943604}]"
$EA points to the two Facebook games and accuses $ZNGA of copyright infringement. http://stks.co/g3A1,"[{'label': 'NEGATIVE', 'score': 0.9985733032226562}]"
"$KGC http://stks.co/3Qta Oversold, falling wedge and positive divergence place it on the launch pad; looking for a bounce.","[{'label': 'NEGATIVE', 'score': 0.9948757290840149}]"
RT @bman1 $LNG looks primed also $EGHT poised to run too...,"[{'label': 'NEGATIVE', 'score': 0.9981402158737183}]"
$AAPL broke descending channel....will it hold?,"[{'label': 'NEGATIVE', 'score': 0.9982569813728333}]"
$JNK http://stks.co/2Fcm Does not want to go down... risk appetite still high,"[{'label': 'NEGATIVE', 'score': 0.9923869371414185}]"
"PNC, Goldman Sachs Receive Dividend Hike Green Light (But Don't Act): http://stks.co/2pa7 $PNC $GS","[{'label': 'NEGATIVE', 'score': 0.9761437177658081}]"
$AMD big dumping... would not touch it for a while,"[{'label': 'NEGATIVE', 'score': 0.9989123344421387}]"
$GNRC finding support at its 10-day line so far.,"[{'label': 'NEGATIVE', 'score': 0.5298365950584412}]"
"Loaded up on $bsx yesterday,looking good now. Still think way more upside than downside.","[{'label': 'POSITIVE', 'score': 0.9665987491607666}]"
"$QCOR Just added 3,000 shares @28.","[{'label': 'NEGATIVE', 'score': 0.9326850771903992}]"
"RT @StockTwits RT @fallondpicks Breadth Consolidates: After weeks of steady gains,advances in mkt breadth slowe... http://stks.co/2TrG $QQQ","[{'label': 'NEGATIVE', 'score': 0.9990022778511047}]"
$AAPL rejected the hod...should head lower. Sitting on the sidelines for now.,"[{'label': 'NEGATIVE', 'score': 0.9992988109588623}]"
"Google, Inc. completes acquisition of ICOA, Inc. http://stks.co/nFEI $ICOA $GOOG","[{'label': 'NEGATIVE', 'score': 0.9925561547279358}]"
Amazon declares 'best ever' Black Friday and Cyber Monday for Kindle family http://stks.co/cEtw via Engadget $AMZN,"[{'label': 'POSITIVE', 'score': 0.9919356107711792}]"
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,"[{'label': 'NEGATIVE', 'score': 0.998416543006897}]"
$ISR- @IsoRay Up 6% and high on volume http://stks.co/iFpo #biotech,"[{'label': 'NEGATIVE', 'score': 0.8929082751274109}]"
$FB Nice buyable intraday dip right here,"[{'label': 'NEGATIVE', 'score': 0.9510050415992737}]"
$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,"[{'label': 'NEGATIVE', 'score': 0.9381712079048157}]"
$SAVE breaking it's downtrend line on increasing volume. A move above 20.57 could see more upside. http://stks.co/l8y4,"[{'label': 'NEGATIVE', 'score': 0.9959171414375305}]"
$GOOG resistance turned support?  It,"[{'label': 'NEGATIVE', 'score': 0.9958860278129578}]"
$CRM Sep 40 calls are +35% since entry #BANG http://stks.co/deDm,"[{'label': 'NEGATIVE', 'score': 0.9967820644378662}]"
Current holdings via options - Long: $AAPL $V $GS $AET & Short: $VXX,"[{'label': 'NEGATIVE', 'score': 0.9932041168212891}]"
$AAPL I am big OUT from this. seems its falling towards 530.. :(,"[{'label': 'NEGATIVE', 'score': 0.9976709485054016}]"
$PKT Momentum building for breakout trigger ! Long setup http://stks.co/eXVU,"[{'label': 'NEGATIVE', 'score': 0.9991185069084167}]"
$NFLX VISION : short term consolidation then movement higher http://stks.co/j05uu,"[{'label': 'NEGATIVE', 'score': 0.986301064491272}]"
$UUP at major resistance right now. Can go much higher if it can break above. May take several attempts - few days to a week,"[{'label': 'NEGATIVE', 'score': 0.9913835525512695}]"
$spy $vxx $aapl the parties over loaded on $uvxy volatility is back,"[{'label': 'NEGATIVE', 'score': 0.9992291927337646}]"
$brcm raises revenue forecast,"[{'label': 'POSITIVE', 'score': 0.8527817726135254}]"
$BBRY bye bye Sammy. Hello BB. Sounds like we'll see some green tomorrow.,"[{'label': 'POSITIVE', 'score': 0.9991374015808105}]"
$ASTX Daily technical indicators are bullish. Breakout watch over 4.58  http://stks.co/eOvw,"[{'label': 'NEGATIVE', 'score': 0.9994080066680908}]"
$EDU bouncing nicely after add-on (posted),"[{'label': 'POSITIVE', 'score': 0.9986618757247925}]"
$YHOO A breakout above $29.83 would constitute a technical entry for the short term trader. http://stks.co/jkUF,"[{'label': 'NEGATIVE', 'score': 0.9971082806587219}]"
BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,"[{'label': 'NEGATIVE', 'score': 0.9986909031867981}]"
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,"[{'label': 'NEGATIVE', 'score': 0.9981955885887146}]"
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed","[{'label': 'POSITIVE', 'score': 0.964499831199646}]"
$XLB the weakest sector this year and possible false breakout  http://stks.co/dL1Z,"[{'label': 'NEGATIVE', 'score': 0.9997250437736511}]"
"$TYC just about to break out to new highs, lots of technicals looking great right now.","[{'label': 'POSITIVE', 'score': 0.9994183778762817}]"
"$AAPL at pivot area on intraday chart- break here could send this to 50-day SMA, 457.80 http://stks.co/jPbN","[{'label': 'NEGATIVE', 'score': 0.9978752136230469}]"
"$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.","[{'label': 'NEGATIVE', 'score': 0.9930372834205627}]"
$SPY wouldn't be surprised to see a green close,"[{'label': 'POSITIVE', 'score': 0.7501681447029114}]"
@Vegastrader66 Looks like good entry for $QIHU here.,"[{'label': 'NEGATIVE', 'score': 0.9851356148719788}]"
$INO back in this am small post,"[{'label': 'NEGATIVE', 'score': 0.9961084723472595}]"
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ","[{'label': 'NEGATIVE', 'score': 0.9869764447212219}]"
$LINE biggies must be loading up here at lows..,"[{'label': 'NEGATIVE', 'score': 0.9981465339660645}]"
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,"[{'label': 'NEGATIVE', 'score': 0.999736487865448}]"
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,"[{'label': 'NEGATIVE', 'score': 0.9924973249435425}]"
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling","[{'label': 'NEGATIVE', 'score': 0.9775866866111755}]"
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S","[{'label': 'NEGATIVE', 'score': 0.9964266419410706}]"
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,"[{'label': 'POSITIVE', 'score': 0.6164897084236145}]"
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,"[{'label': 'NEGATIVE', 'score': 0.9513018131256104}]"
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,"[{'label': 'POSITIVE', 'score': 0.9798496961593628}]"
"$AAPL double bottom could be in, keep in mind","[{'label': 'NEGATIVE', 'score': 0.9976602792739868}]"
@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,"[{'label': 'NEGATIVE', 'score': 0.9987221360206604}]"
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,","[{'label': 'POSITIVE', 'score': 0.9871081709861755}]"
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,"[{'label': 'POSITIVE', 'score': 0.9970760345458984}]"
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,"[{'label': 'POSITIVE', 'score': 0.9936716556549072}]"
"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""","[{'label': 'NEGATIVE', 'score': 0.9945546388626099}]"
"Long Position on $GOL,...Updating http://stks.co/fdmm","[{'label': 'NEGATIVE', 'score': 0.9933794736862183}]"
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,"[{'label': 'NEGATIVE', 'score': 0.9985610842704773}]"
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,"[{'label': 'NEGATIVE', 'score': 0.9949427247047424}]"
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,"[{'label': 'NEGATIVE', 'score': 0.9991781115531921}]"
$NFLX +3% of the lows,"[{'label': 'NEGATIVE', 'score': 0.9978233575820923}]"
$SBUX getting sold here.,"[{'label': 'NEGATIVE', 'score': 0.9916630983352661}]"
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,"[{'label': 'NEGATIVE', 'score': 0.9854803681373596}]"
$RIMM $spx $nya $compq $djia all going down,"[{'label': 'NEGATIVE', 'score': 0.9992893934249878}]"
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""","[{'label': 'NEGATIVE', 'score': 0.9962174296379089}]"
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,"[{'label': 'NEGATIVE', 'score': 0.9679714441299438}]"
$BBRY hearing rumours of a major joint venture announcement.,"[{'label': 'NEGATIVE', 'score': 0.9880785346031189}]"
$AAPL Good time to buy. Will the run come before earnings or after?,"[{'label': 'NEGATIVE', 'score': 0.9880167245864868}]"
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts","[{'label': 'NEGATIVE', 'score': 0.9945143461227417}]"
$UVXY Put the chum out there at key support then next level down - careful,"[{'label': 'NEGATIVE', 'score': 0.9983569979667664}]"
Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,"[{'label': 'NEGATIVE', 'score': 0.9950467348098755}]"
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,"[{'label': 'NEGATIVE', 'score': 0.9963285326957703}]"
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn","[{'label': 'NEGATIVE', 'score': 0.994183361530304}]"
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,"[{'label': 'NEGATIVE', 'score': 0.9936933517456055}]"
"$SLV -4.44% at 18 now AWFUL, down from 42.50","[{'label': 'NEGATIVE', 'score': 0.9990109205245972}]"
$SPY c'mon bulls buy DIPS!,"[{'label': 'NEGATIVE', 'score': 0.9724006652832031}]"
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,"[{'label': 'NEGATIVE', 'score': 0.9783987402915955}]"
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,"[{'label': 'NEGATIVE', 'score': 0.9816837310791016}]"
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ","[{'label': 'NEGATIVE', 'score': 0.9969685673713684}]"
$CRUS Upgraded to a buy by Alpha Street Research,"[{'label': 'NEGATIVE', 'score': 0.9946377873420715}]"
"$NFLX small pos, short 180 wkly puts.","[{'label': 'NEGATIVE', 'score': 0.9969717264175415}]"
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,"[{'label': 'NEGATIVE', 'score': 0.9979748129844666}]"
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,"[{'label': 'NEGATIVE', 'score': 0.9966484904289246}]"
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,"[{'label': 'NEGATIVE', 'score': 0.9997901320457458}]"
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,"[{'label': 'POSITIVE', 'score': 0.9994939565658569}]"
$NUGT longer term bullish,"[{'label': 'NEGATIVE', 'score': 0.9974833130836487}]"
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""","[{'label': 'NEGATIVE', 'score': 0.9736831188201904}]"
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,"[{'label': 'NEGATIVE', 'score': 0.989538848400116}]"
$SPY  still wants higher I think.,"[{'label': 'NEGATIVE', 'score': 0.9952431321144104}]"
$BBRY lets see 14+ today,"[{'label': 'POSITIVE', 'score': 0.9972969889640808}]"
$DCTH Near HOD,"[{'label': 'NEGATIVE', 'score': 0.9921619296073914}]"
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,"[{'label': 'NEGATIVE', 'score': 0.9885679483413696}]"
$GTE LONG at 7.44,"[{'label': 'NEGATIVE', 'score': 0.9888916015625}]"
$DARA breaking out,"[{'label': 'NEGATIVE', 'score': 0.9947431087493896}]"
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,"[{'label': 'POSITIVE', 'score': 0.9938197731971741}]"
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc","[{'label': 'NEGATIVE', 'score': 0.998944103717804}]"
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,"[{'label': 'NEGATIVE', 'score': 0.9990524649620056}]"
$BBRY nice bounce,"[{'label': 'POSITIVE', 'score': 0.9970254302024841}]"
"$DNN picked some up, like this going into 2014","[{'label': 'POSITIVE', 'score': 0.9476441740989685}]"
$NUGT Gold above 1400...wow,"[{'label': 'POSITIVE', 'score': 0.9937105178833008}]"
$BBRY Ready for Take OFF!,"[{'label': 'NEGATIVE', 'score': 0.9105313420295715}]"
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,"[{'label': 'NEGATIVE', 'score': 0.5821888446807861}]"
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL","[{'label': 'NEGATIVE', 'score': 0.9240315556526184}]"
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,"[{'label': 'NEGATIVE', 'score': 0.9958904981613159}]"
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,"[{'label': 'NEGATIVE', 'score': 0.9963288903236389}]"
"Long Position on $IP,....Scaling UP http://stks.co/sIln","[{'label': 'NEGATIVE', 'score': 0.9956166744232178}]"
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,"[{'label': 'NEGATIVE', 'score': 0.9990013241767883}]"
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,"[{'label': 'NEGATIVE', 'score': 0.9959732890129089}]"
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.","[{'label': 'NEGATIVE', 'score': 0.9474843740463257}]"
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?","[{'label': 'NEGATIVE', 'score': 0.9997703433036804}]"
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,"[{'label': 'POSITIVE', 'score': 0.9957603812217712}]"
$AMCN pushing highs,"[{'label': 'POSITIVE', 'score': 0.979337215423584}]"
@pierrules: $SIRI LONG!!,"[{'label': 'NEGATIVE', 'score': 0.9948443174362183}]"
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,"[{'label': 'NEGATIVE', 'score': 0.9813904762268066}]"
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,"[{'label': 'NEGATIVE', 'score': 0.9796035885810852}]"
"$CNDO 21% short float, shorts likely to take profits into close","[{'label': 'NEGATIVE', 'score': 0.9989621639251709}]"
$RNN staying above the open a very good sign!!!,"[{'label': 'POSITIVE', 'score': 0.9982117414474487}]"
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,"[{'label': 'POSITIVE', 'score': 0.9970640540122986}]"
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),"[{'label': 'NEGATIVE', 'score': 0.9931192398071289}]"
$PRGN A bottom right here?,"[{'label': 'NEGATIVE', 'score': 0.9993909597396851}]"
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!","[{'label': 'NEGATIVE', 'score': 0.9995392560958862}]"
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here","[{'label': 'POSITIVE', 'score': 0.9752946496009827}]"
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,"[{'label': 'NEGATIVE', 'score': 0.9985272884368896}]"
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,"[{'label': 'NEGATIVE', 'score': 0.9965492486953735}]"
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,"[{'label': 'NEGATIVE', 'score': 0.9986358284950256}]"
"$RNN day traders flushed out, it should start going up slowly from now on .","[{'label': 'NEGATIVE', 'score': 0.9993187189102173}]"
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,"[{'label': 'NEGATIVE', 'score': 0.9976970553398132}]"
$YELP This goes green and so many shorts are toast!,"[{'label': 'POSITIVE', 'score': 0.9981687068939209}]"
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,"[{'label': 'NEGATIVE', 'score': 0.9965416789054871}]"
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,"[{'label': 'NEGATIVE', 'score': 0.9952288866043091}]"
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.","[{'label': 'NEGATIVE', 'score': 0.9997338652610779}]"
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,"[{'label': 'NEGATIVE', 'score': 0.9838743209838867}]"
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,"[{'label': 'NEGATIVE', 'score': 0.9965470433235168}]"
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol","[{'label': 'NEGATIVE', 'score': 0.9994074106216431}]"
$AAPL Nice RSI 33 bounce at 9:58,"[{'label': 'NEGATIVE', 'score': 0.9770601987838745}]"
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.","[{'label': 'NEGATIVE', 'score': 0.9994545578956604}]"
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,"[{'label': 'NEGATIVE', 'score': 0.9843224883079529}]"
