Sentence,Sentiment,predicted_sentiment_3_class,confidence_3_class
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,POS,positive,0.9711359143257141
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",NEG,neutral,0.9997873902320862
$CRUS Upgraded to a buy by Alpha Street Research,POS,positive,0.9987062215805054
"$NFLX small pos, short 180 wkly puts.",NEG,neutral,0.999854564666748
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,NEG,negative,0.9981289505958557
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,POS,neutral,0.9998223185539246
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,NEG,negative,0.9981586337089539
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,POS,positive,0.9994988441467285
$NUGT longer term bullish,POS,positive,0.9993095397949219
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",POS,positive,0.99866783618927
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,POS,neutral,0.9888139367103577
$SPY  still wants higher I think.,POS,positive,0.9960271120071411
$BBRY lets see 14+ today,POS,neutral,0.9998892545700073
$DCTH Near HOD,POS,neutral,0.9998596906661987
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,POS,positive,0.9997128844261169
$GTE LONG at 7.44,POS,neutral,0.9998868703842163
$DARA breaking out,POS,neutral,0.9998663663864136
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,POS,neutral,0.9898743629455566
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",POS,negative,0.9799671769142151
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,NEG,negative,0.9964568018913269
$BBRY nice bounce,POS,positive,0.9993159770965576
"$DNN picked some up, like this going into 2014",POS,positive,0.9960988759994507
$NUGT Gold above 1400...wow,POS,neutral,0.9998406171798706
$BBRY Ready for Take OFF!,POS,neutral,0.999725878238678
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,POS,neutral,0.9900721311569214
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",POS,positive,0.9990818500518799
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,POS,positive,0.5216177701950073
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,NEG,negative,0.9942406415939331
"Long Position on $IP,....Scaling UP http://stks.co/sIln",POS,positive,0.9987174272537231
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,NEG,neutral,0.9936472773551941
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,NEG,neutral,0.9992809891700745
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",POS,positive,0.9996495246887207
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",NEG,negative,0.9508445262908936
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,POS,neutral,0.9995321035385132
$AMCN pushing highs,POS,positive,0.9981653094291687
@pierrules: $SIRI LONG!!,POS,neutral,0.9998241066932678
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,POS,neutral,0.999852180480957
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,NEG,neutral,0.999495267868042
"$CNDO 21% short float, shorts likely to take profits into close",NEG,positive,0.9957751631736755
$RNN staying above the open a very good sign!!!,POS,positive,0.999477207660675
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,POS,positive,0.9994601607322693
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),NEG,neutral,0.9998794794082642
$PRGN A bottom right here?,POS,neutral,0.9998893737792969
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",NEG,negative,0.9942084550857544
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",POS,neutral,0.9998005032539368
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,POS,negative,0.996566891670227
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,NEG,neutral,0.9998142123222351
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,NEG,positive,0.9996905326843262
"$RNN day traders flushed out, it should start going up slowly from now on .",POS,positive,0.9978975057601929
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,NEG,neutral,0.9998717308044434
$YELP This goes green and so many shorts are toast!,POS,neutral,0.999698281288147
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,NEG,positive,0.9895637631416321
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,NEG,neutral,0.7072717547416687
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",NEG,negative,0.99378502368927
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,POS,positive,0.9864506721496582
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,POS,neutral,0.9998190999031067
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",NEG,negative,0.9977065324783325
$AAPL Nice RSI 33 bounce at 9:58,POS,neutral,0.9920952916145325
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",NEG,negative,0.9967830181121826
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,POS,positive,0.9984558820724487
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,NEG,negative,0.9959456324577332
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,NEG,neutral,0.9997296929359436
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",NEG,neutral,0.9997836947441101
$FTI Breakout today after reporting earnings last night,POS,neutral,0.999862790107727
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",POS,positive,0.9940065145492554
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,POS,positive,0.999416708946228
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,NEG,neutral,0.9997132420539856
$RAD All my charts are flashing oversold.,NEG,negative,0.9505386352539062
$RSOL bought 3500 shares today!,POS,neutral,0.999870777130127
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,POS,positive,0.9684054851531982
$CAMT Looks like might break down. I'm out,NEG,neutral,0.9552863240242004
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,NEG,neutral,0.6683295369148254
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,NEG,negative,0.9789697527885437
$AAPL  downgrade is bias. This stock is a buy.,POS,neutral,0.6729176044464111
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,POS,positive,0.9996668100357056
$PLUG bear raid,NEG,neutral,0.9996987581253052
$GPRO down 25% since Tue morning.,NEG,negative,0.998380184173584
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,POS,positive,0.9981870055198669
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,POS,neutral,0.9998623132705688
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",POS,positive,0.9559478759765625
$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,POS,positive,0.9996589422225952
$GTAT Will re-enter short on bounce...,NEG,negative,0.9967181086540222
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,POS,positive,0.9987618923187256
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,POS,neutral,0.9998600482940674
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,NEG,neutral,0.9998844861984253
$RNN More bleeding Monday.,NEG,neutral,0.9998526573181152
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,POS,negative,0.9927095174789429
$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,POS,neutral,0.9555596709251404
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,NEG,negative,0.9897664189338684
$MXWL Oh snap. Just went long again. LT,POS,neutral,0.9865490794181824
$HRL ready to pop! http://stks.co/s0Ny4,POS,neutral,0.999818742275238
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,NEG,neutral,0.8023999929428101
$FB i guess they want it down look at the those sell orders,NEG,neutral,0.9974333643913269
@ACInvestorBlog: $SPY eod run :),POS,neutral,0.9998737573623657
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,POS,positive,0.9974234104156494
$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,NEG,negative,0.9987691044807434
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,POS,positive,0.9796558618545532
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,NEG,negative,0.5811294913291931
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,POS,positive,0.9945318698883057
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,POS,neutral,0.9998800754547119
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,NEG,positive,0.7922419309616089
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",POS,neutral,0.9995331764221191
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",POS,positive,0.897357165813446
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,NEG,neutral,0.9998403787612915
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",POS,positive,0.9995892643928528
$KEP breaking out when the market pulls back  http://stks.co/r0cet,POS,neutral,0.9997170567512512
$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,POS,positive,0.9993682503700256
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",POS,positive,0.9968140721321106
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,POS,positive,0.9994680285453796
@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,POS,neutral,0.9996718168258667
$FB they are hitting  everything in sight.short it. but twtr,NEG,neutral,0.9998499155044556
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,NEG,positive,0.9995906949043274
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",POS,neutral,0.9919703006744385
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",NEG,neutral,0.9998829364776611
"$INO Up, up, and away!",POS,neutral,0.9998028874397278
$BOBE down $2.84  premarket,NEG,negative,0.9977254271507263
$CHRM Loooooongggggg base,POS,neutral,0.9998364448547363
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,NEG,negative,0.9981574416160583
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,POS,positive,0.9992115497589111
$GS sells flat..I am out..,NEG,neutral,0.9998490810394287
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,POS,positive,0.9994778037071228
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,NEG,negative,0.9923041462898254
$WX Decent pull back . .,NEG,negative,0.6430152058601379
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",POS,positive,0.9995741248130798
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,POS,positive,0.9994121789932251
Long $GPRO for a brealout trade,POS,neutral,0.9998654127120972
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,NEG,negative,0.9978166818618774
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,NEG,neutral,0.9998795986175537
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",NEG,positive,0.9992223978042603
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,POS,neutral,0.9998182654380798
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,NEG,negative,0.8974495530128479
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",NEG,positive,0.996927797794342
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,NEG,neutral,0.999854326248169
$YANG Double bottom 5.2,POS,neutral,0.9998577833175659
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,POS,positive,0.9983636736869812
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,POS,neutral,0.9998633861541748
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,POS,positive,0.5499865412712097
"$WFM Bought a little yesterday, hoping for an earnings pop.",POS,positive,0.9976403713226318
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,POS,positive,0.8728152513504028
$IBIO  up 10% in premarket ready for lift off,POS,positive,0.9996674060821533
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",POS,positive,0.9963249564170837
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",NEG,neutral,0.9998213648796082
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",POS,neutral,0.9998600482940674
$LUV Continues to consolidate above previous break out area...,POS,positive,0.9977479577064514
$REN bottoming out again.. Good time to buy,POS,positive,0.6076516509056091
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,NEG,negative,0.9871065616607666
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,NEG,neutral,0.6707342863082886
$GALE Breakout Coming Soon!,POS,neutral,0.9998375177383423
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",POS,neutral,0.9998785257339478
$AAPL $131 rally mode,POS,neutral,0.9998650550842285
$MPWR CEO sells 450k april 15th..meh,NEG,neutral,0.999873161315918
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",NEG,neutral,0.9998551607131958
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,NEG,negative,0.989840567111969
$AMZN Going thru the roof needs a sell!,POS,neutral,0.9998610019683838
"$ESI on lows, down $1.50 to $2.50 BK a real possibility",NEG,negative,0.9983851909637451
Short on $ATVI from 24.55.,NEG,neutral,0.9983766078948975
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,POS,neutral,0.9998799562454224
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",POS,neutral,0.9998807907104492
$NEON oversold,POS,negative,0.9904852509498596
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",POS,positive,0.9995311498641968
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",POS,positive,0.997078537940979
$INVE : SEE YA ABOVE $8,POS,neutral,0.9998526573181152
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,POS,positive,0.9989778995513916
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",POS,positive,0.9996516704559326
Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,POS,negative,0.9684436917304993
$BIOC RSI extremely in long's favor looking at BIOC historically.,POS,positive,0.9994041919708252
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,POS,neutral,0.9397518038749695
$VMW  Got a nice push today following small sweepers of May C this morning,POS,positive,0.9894758462905884
$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,NEG,negative,0.9981603026390076
$AAPL Dips being bought up real quick. Higher lows fo sho,POS,positive,0.9397031664848328
Long $X 24.62,POS,neutral,0.9998689889907837
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,POS,positive,0.9995293617248535
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,POS,negative,0.9959046244621277
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,NEG,neutral,0.9989499449729919
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,POS,positive,0.9996538162231445
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",NEG,negative,0.9980058073997498
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,NEG,negative,0.9972296357154846
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,POS,positive,0.9994639754295349
"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",POS,positive,0.8392888307571411
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,POS,neutral,0.9971941709518433
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,POS,positive,0.9994844198226929
$IWM same conditions that sent markets to tumble all hitting this week,NEG,negative,0.9970476031303406
$CRK time to accumulate for a long position with far more upside than downside,POS,positive,0.9855936169624329
$BWLD bearish engulfing candle,NEG,neutral,0.7218846678733826
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,NEG,negative,0.7362097501754761
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,POS,neutral,0.9950774312019348
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,POS,positive,0.8593542575836182
$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,POS,positive,0.9995729327201843
Why $MCD looks set to fall further. http://stks.co/f2fgj,NEG,negative,0.9981896281242371
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,POS,negative,0.9467191696166992
$FB bot some @78.47 breakout from the consolidation zone :D,POS,neutral,0.9957844614982605
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,POS,positive,0.994326651096344
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,NEG,neutral,0.9975199103355408
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",POS,neutral,0.9992471933364868
$GEVO PLUNGING!  Back to $3.55.,NEG,neutral,0.9995989203453064
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,NEG,negative,0.9984111785888672
$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,POS,positive,0.9990909099578857
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",POS,negative,0.9211518168449402
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,NEG,negative,0.9965721368789673
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",POS,neutral,0.9998691082000732
$TSLA is now up 57% from its February low. Amazing rebound.,POS,positive,0.9996390342712402
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,NEG,negative,0.9983761310577393
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",NEG,negative,0.9975506663322449
$YHOO About to break out on the 5-min...,POS,neutral,0.9998795986175537
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,POS,neutral,0.9919824004173279
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,NEG,negative,0.9982187151908875
$SAVE long. https://t.co/yEJuS9cMlC,POS,neutral,0.9997851252555847
@mugatushair Now it is time to short $TSLA,NEG,neutral,0.9981144666671753
$COST Costco less than stellar day but it held the 50 day moving average,NEG,negative,0.9982250332832336
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",POS,positive,0.9971261620521545
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,POS,neutral,0.9998793601989746
$INTC finally some nice downside move... looking for the 31 handle to break,NEG,positive,0.9976544976234436
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",NEG,positive,0.994748055934906
"Sheryl Sandberg Sells 109,000 Shares of Facebook Inc $FB Stock https://t.co/3vXT7AMnpk via @RatingsNetwork",NEG,neutral,0.999889612197876
Amazon has been selling surveillance cameras infected with malware $AMZN #Amazon  https://t.co/TohLEQ8FK6 https://t.co/5PR4cBtVVy,NEG,negative,0.658403754234314
"$TSLA 5th wave down on the 1 hour chart, hammer candle developing, close to 200 sma, might be a good spot for calls",POS,negative,0.997256338596344
Baird Upgrades Tesla Motors $TSLA to Outperform https://t.co/1FA6aTOqlw,POS,positive,0.9995740056037903
$ilmn piper Jeffries raises pt.  I remain long,POS,neutral,0.9998517036437988
"@HopeTurock yes, the expectations of a deal are somewhat priced in but we could see a nice pop if bids come in higher than expected... $YHOO",POS,positive,0.9994966983795166
I don't see it. 200 day sma is the big hurdle. There is a good base building. $NFLX  https://t.co/ImKYGO2cyc,POS,neutral,0.8417322039604187
Daily Mail parent company in talks with potential partners about joint bid for Yahoo's internet assets: https://t.co/mK7MEMtADT $YHOO,POS,neutral,0.9997557997703552
expecting  $SPY to close above 205.20 $AAPL,POS,neutral,0.9997488856315613
"$FB trending nicely, intraday.",POS,positive,0.9993454813957214
Starbucks' Digital Strategy To Drive Significant Growth With Customer Loyalty $SBUX https://t.co/Xk6lZ3UI3K,POS,positive,0.9996155500411987
"$QCOM chart: Qualcomm Short 61.8% Retracement, Trendline and Resistance. https://t.co/2WQqh35KOY",NEG,negative,0.6873078942298889
"$INTU is in the process of streamlining its structure, especially through divestment of non-core businesses   https://t.co/dR5baNun2u",POS,positive,0.63130784034729
"$TSLA steaming up again, this stock is relentless at the moment",POS,positive,0.9797381162643433
.@barronsonline sees #Apple at $150/share in a year (+36% from today) on growing services business. $AAPL https://t.co/3BDNEKN7l1,POS,positive,0.9995254278182983
Adobe Receives New Rating from Top Analyst $ADBE https://t.co/LJNXPEvHZN,POS,positive,0.9985835552215576
Activision Blizzard Media Networks Announces Record #Esports Viewership https://t.co/729BiqLbtK $ATVI partnered with $HDSI for 9 #tournament,POS,neutral,0.9954535961151123
"Also, BMO had just initiated $incy with an outperform yesterday, while several other firms all reiterated buy ratings.",POS,positive,0.9996554851531982
"Britain's FTSE steadies, supported by Dixons Carphone",POS,neutral,0.9996155500411987
Glaxo's ViiV Healthcare Signs China Manufacturing Deal With Desano,POS,positive,0.9991158843040466
AstraZeneca sells Caprelsa rights to Sanofi unit,POS,neutral,0.9998633861541748
UPDATE 5-Barclays Chairman McFarlane axes CEO to speed up strategic change,NEG,positive,0.9987086057662964
Miners Meltdown as BHP to Rio Tinto Sink in Commodities Rout,NEG,negative,0.9951344132423401
"FTSE led lower by M&S, GlaxoSmithKline",NEG,negative,0.995823860168457
Morrisons faces festive sales test,NEG,neutral,0.947676956653595
GKN to buy Fokker Technologies for 706 mln euros,POS,neutral,0.9996961355209351
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,POS,neutral,0.9998725652694702
Diageo Sells Ryder Cup Venue Gleneagles Hotel to Ennismore Group,POS,neutral,0.9998725652694702
"UPDATE: CIB, Legal & General Sell Egyptian Life Joint Venture To AXA",POS,neutral,0.9991150498390198
Chime Communications Set To Be Acquired By WPP And Providence,POS,neutral,0.9998797178268433
"CompaniesNew Aggreko CEO to reshape business, strip costs",POS,positive,0.9960506558418274
AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug,POS,positive,0.9965233206748962
Rio Tinto CEO says iron ore market at equilibrium,NEU,neutral,0.9994844198226929
US sanctions put Gazprom-Shell alliance plans in jeopardy,NEG,negative,0.9968949556350708
Standard Chartered Not Raising Capital Yet As Dividend Cut,NEG,neutral,0.9994644522666931
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,NEG,negative,0.9979935884475708
Tesco share price dips as Blinkbox Books closes ending supermarket's digital ...,NEG,negative,0.9979935884475708
"UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn",NEG,negative,0.9980206489562988
CRH adds CR Laurence to acquisitions tally for $1.3bn,POS,positive,0.7789604067802429
Stakes High for AstraZeneca Heart Drug Facing Tough Competition,NEG,positive,0.8512524962425232
Shire to buy NPS for $5.2 billion to boost rare disease drugs,POS,positive,0.9885209798812866
Novartis buys remaining rights to GSK treatment in deal up to $1 billion,POS,positive,0.9937686920166016
"AstraZeneca bags another cancer drug deal, this time with Inovio",POS,positive,0.995466947555542
REFILE-Aviva Investors to move 34 bln euros in assets from AXA fund arm,NEG,neutral,0.9998520612716675
"L&G still paying price for dividend cut during crisis, chief says",NEG,negative,0.9928036332130432
Buffett's Company Reports 37 Percent Drop in 2Q Earnings,NEG,negative,0.9985051155090332
Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,POS,positive,0.9995174407958984
"Tesco, Asda sales fall as march of the discounters continues: Kantar",NEG,negative,0.9983487129211426
Shire proposes $30 bln all-share tie-up with Baxalta,POS,neutral,0.9998574256896973
Shire CEO steps up drive to get Baxalta board talking,POS,positive,0.9967126846313477
"Tesco, Asda sales fall as march of the discounters continues-Kantar",NEG,negative,0.9983943104743958
Verizon and AT&T accused of hurting rivals,NEG,negative,0.9872640371322632
"FTSE 100 falls as China devaluation hits Burberry, mining stocks",NEG,negative,0.9969223141670227
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,POS,positive,0.7106915712356567
"Nine banks including Barclays, Citi, agree to pay $2 billion to settle forex ...",NEG,positive,0.9965124726295471
FDA approves Shire's Vyvanse for binge-eating disorder,POS,neutral,0.9909571409225464
CompaniesCar insurer Hastings Group driving Â£180m IPO,POS,neutral,0.9998760223388672
UPDATE 1-Dairy Crest loses a third of Morrisons milk contract,NEG,negative,0.9920410513877869
