Sentence,Sentiment,predicted_sentiment_distilbert,confidence_distilbert
"@harmongreg: $BBRY wkly, Inverse Head and Shoulders forming, triggers over 18.50, PO at least 30.80, watching http://stks.co/iPVJ",POS,LABEL_1,0.528379499912262
$LINE biggies must be loading up here at lows..,POS,LABEL_1,0.5325503349304199
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,NEG,LABEL_1,0.5342828035354614
Key level to watch in $FB for today is 25.53-- watching to see if it can hold as support http://stks.co/bOH4,NEG,LABEL_1,0.5344815254211426
"$YNDX and the price of some stocks was 2 times lower then annual earnings, I could not resist, I  was buying when everyone was selling",POS,LABEL_1,0.5042909979820251
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",POS,LABEL_1,0.5323387980461121
@Megaas2000 $AAPL McDonalds had a big GROWING success for years with the same BigMac and Apple update and improbe Iphone and Ipad,POS,LABEL_1,0.5201247334480286
EA Launches Origin Online Game Distribution for Mac http://stks.co/aKTU via MacRumors $EA,POS,LABEL_1,0.5050662159919739
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,POS,LABEL_1,0.5306504368782043
"$AAPL double bottom could be in, keep in mind",POS,LABEL_1,0.5344376564025879
@Joerazorback This time I think $AAPL will miss again. Generally speaking market is near top when everyone thinks that market goes only up,NEG,LABEL_1,0.5218287706375122
"$amrn Full bull call spread ranging July to Jan 15. Lets see what this baby does,",POS,LABEL_1,0.5398918986320496
$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,POS,LABEL_1,0.5201480984687805
@CH_Roark: $UNXL I like this Ascending Triangle on the 30-minute chart. Breakout coming Monday! http://stks.co/aT3GLooks promising.,POS,LABEL_1,0.531054675579071
"@StockTwits: @Kbkiwi: $TSLA Tesla Model S sales exceed target, profitability guidance amended upward: http://stks.co/jQ0w""""",POS,LABEL_1,0.533919095993042
"Long Position on $GOL,...Updating http://stks.co/fdmm",POS,LABEL_1,0.5442900657653809
$SMH got a sell signal on 6/4 and needs to take out 39.28 to go higher otherwise headed lower than 37.60 gap below at 35.38,NEG,LABEL_1,0.5234745144844055
$OSUR up 33% since 6/25 buy signal. resistance 5.33 - expect 1. pullback 2nd half of day or 2. break abov 5.33 & continue rally for 4-5 days,POS,LABEL_1,0.5369216799736023
$SPY Could the pride of social media be gettin ready to fall?  $FB - chart rolling over?,NEG,LABEL_1,0.5086778998374939
$NFLX +3% of the lows,POS,LABEL_1,0.5277798175811768
$SBUX getting sold here.,NEG,LABEL_1,0.5374698042869568
$PG Ackman making the big added efficiency argument. betting on operational imporvement in a huge conglomerate can go either way imo.,POS,LABEL_1,0.5323948264122009
$RIMM $spx $nya $compq $djia all going down,NEG,LABEL_1,0.5133408904075623
"@IfHeDiesHeDies: @Bullhorn334: $ZNGA shorts are getting nervous""""",POS,LABEL_1,0.5247355699539185
$ocn has the stuff. Will be looking to add shares if we get a new high breakout.,POS,LABEL_1,0.5311299562454224
$BBRY hearing rumours of a major joint venture announcement.,POS,LABEL_1,0.5129696726799011
$AAPL Good time to buy. Will the run come before earnings or after?,POS,LABEL_1,0.5201396346092224
"$QIHU totally missed this one, was about to jump in on that 60 break test but didn't, congrats shorts",NEG,LABEL_1,0.5133716464042664
$UVXY Put the chum out there at key support then next level down - careful,NEG,LABEL_1,0.5362550616264343
Entering long Lockheed Martin $LMT at Thursday's open. http://stks.co/eXtA,POS,LABEL_1,0.5362998843193054
@catskillfishing  Note the monthly chart of $GDX & how it recaptured support. $GLD possible double bottom set up. http://stks.co/aw6z,POS,LABEL_1,0.5453059673309326
"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",NEG,LABEL_1,0.5324900150299072
$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,NEG,LABEL_1,0.5100275278091431
"$SLV -4.44% at 18 now AWFUL, down from 42.50",NEG,LABEL_1,0.5136504173278809
$SPY c'mon bulls buy DIPS!,POS,LABEL_1,0.5170932412147522
@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,NEG,LABEL_1,0.5170546174049377
$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,POS,LABEL_1,0.5100171566009521
"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",NEG,LABEL_1,0.5315528512001038
$CRUS Upgraded to a buy by Alpha Street Research,POS,LABEL_1,0.52460116147995
"$NFLX small pos, short 180 wkly puts.",NEG,LABEL_1,0.5314367413520813
$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,NEG,LABEL_1,0.5323242545127869
$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,POS,LABEL_1,0.5227624177932739
$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,NEG,LABEL_1,0.5239814519882202
@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,POS,LABEL_1,0.5267943143844604
$NUGT longer term bullish,POS,LABEL_1,0.5284062623977661
"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",POS,LABEL_1,0.5400290489196777
$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,POS,LABEL_1,0.5255398154258728
$SPY  still wants higher I think.,POS,LABEL_1,0.5145173668861389
$BBRY lets see 14+ today,POS,LABEL_1,0.5295671820640564
$DCTH Near HOD,POS,LABEL_1,0.5166918635368347
$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,POS,LABEL_1,0.5407140851020813
$GTE LONG at 7.44,POS,LABEL_1,0.5200154781341553
$DARA breaking out,POS,LABEL_1,0.5164502263069153
$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,POS,LABEL_1,0.5432959794998169
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",POS,LABEL_1,0.5345542430877686
$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,NEG,LABEL_1,0.5198855996131897
$BBRY nice bounce,POS,LABEL_1,0.5177936553955078
"$DNN picked some up, like this going into 2014",POS,LABEL_1,0.524247944355011
$NUGT Gold above 1400...wow,POS,LABEL_1,0.532905101776123
$BBRY Ready for Take OFF!,POS,LABEL_1,0.5258263945579529
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,POS,LABEL_1,0.5330009460449219
"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",POS,LABEL_1,0.5307688117027283
$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,POS,LABEL_1,0.5314674377441406
$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,NEG,LABEL_1,0.5185571908950806
"Long Position on $IP,....Scaling UP http://stks.co/sIln",POS,LABEL_1,0.5448274612426758
$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,NEG,LABEL_1,0.5459546446800232
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,NEG,LABEL_1,0.5232470631599426
"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",POS,LABEL_1,0.5238636136054993
"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",NEG,LABEL_1,0.520426869392395
@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,POS,LABEL_1,0.513617217540741
$AMCN pushing highs,POS,LABEL_1,0.5214627385139465
@pierrules: $SIRI LONG!!,POS,LABEL_1,0.5226035714149475
$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,POS,LABEL_1,0.5222988128662109
$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,NEG,LABEL_1,0.5183530449867249
"$CNDO 21% short float, shorts likely to take profits into close",NEG,LABEL_1,0.5192281603813171
$RNN staying above the open a very good sign!!!,POS,LABEL_1,0.5299967527389526
Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,POS,LABEL_1,0.5343825817108154
$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),NEG,LABEL_1,0.5279699563980103
$PRGN A bottom right here?,POS,LABEL_1,0.52399080991745
"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",NEG,LABEL_1,0.5200451612472534
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",POS,LABEL_1,0.5353640913963318
$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,POS,LABEL_1,0.5066255927085876
$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,NEG,LABEL_1,0.5430397987365723
$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,NEG,LABEL_1,0.5290316343307495
"$RNN day traders flushed out, it should start going up slowly from now on .",POS,LABEL_1,0.521973192691803
@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,NEG,LABEL_1,0.5362296104431152
$YELP This goes green and so many shorts are toast!,POS,LABEL_1,0.5124986171722412
RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,NEG,LABEL_1,0.5367090106010437
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,NEG,LABEL_1,0.5320702195167542
"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",NEG,LABEL_1,0.529310941696167
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,POS,LABEL_1,0.5328077673912048
$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,POS,LABEL_1,0.5477519631385803
"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",NEG,LABEL_1,0.5189107060432434
$AAPL Nice RSI 33 bounce at 9:58,POS,LABEL_1,0.5228548645973206
"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",NEG,LABEL_1,0.5288752317428589
$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,POS,LABEL_1,0.5275449156761169
$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,NEG,LABEL_1,0.5241602063179016
@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,NEG,LABEL_1,0.5376929640769958
"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",NEG,LABEL_1,0.5405650734901428
$FTI Breakout today after reporting earnings last night,POS,LABEL_1,0.5231285691261292
"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",POS,LABEL_1,0.5285303592681885
$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,POS,LABEL_1,0.5353854894638062
$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,NEG,LABEL_1,0.5271971821784973
$RAD All my charts are flashing oversold.,NEG,LABEL_1,0.5243953466415405
$RSOL bought 3500 shares today!,POS,LABEL_1,0.5215497612953186
$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,POS,LABEL_1,0.5134521126747131
$CAMT Looks like might break down. I'm out,NEG,LABEL_1,0.5122077465057373
$ATHN Seems like a good short setup. Stop above the 50 day. No position.,NEG,LABEL_1,0.5292884111404419
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,NEG,LABEL_1,0.5200243592262268
$AAPL  downgrade is bias. This stock is a buy.,POS,LABEL_1,0.5247875452041626
LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,POS,LABEL_1,0.5340739488601685
$PLUG bear raid,NEG,LABEL_1,0.5288217663764954
$GPRO down 25% since Tue morning.,NEG,LABEL_1,0.5294294953346252
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,POS,LABEL_1,0.5399470925331116
$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,POS,LABEL_1,0.534498929977417
"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",POS,LABEL_1,0.5297273993492126
$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,POS,LABEL_1,0.5241192579269409
$GTAT Will re-enter short on bounce...,NEG,LABEL_1,0.5272068381309509
$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,POS,LABEL_1,0.5228889584541321
$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,POS,LABEL_1,0.5470522046089172
what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,NEG,LABEL_1,0.5314900875091553
$RNN More bleeding Monday.,NEG,LABEL_1,0.5199293494224548
$PLUG Closed short position. Small gain. Not interested in options expiring worthless,POS,LABEL_1,0.5328085422515869
$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,POS,LABEL_1,0.5372628569602966
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,NEG,LABEL_1,0.5222148895263672
$MXWL Oh snap. Just went long again. LT,POS,LABEL_1,0.5244355201721191
$HRL ready to pop! http://stks.co/s0Ny4,POS,LABEL_1,0.5417896509170532
Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,NEG,LABEL_1,0.5195811986923218
$FB i guess they want it down look at the those sell orders,NEG,LABEL_1,0.5308355689048767
@ACInvestorBlog: $SPY eod run :),POS,LABEL_1,0.5280208587646484
Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,POS,LABEL_1,0.5176552534103394
$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,NEG,LABEL_1,0.5215396881103516
$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,POS,LABEL_1,0.5333106517791748
$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,NEG,LABEL_1,0.5439914464950562
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,POS,LABEL_1,0.5077908039093018
$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,POS,LABEL_1,0.5366420149803162
Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,NEG,LABEL_1,0.5209183692932129
"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",POS,LABEL_1,0.5227338075637817
"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",POS,LABEL_1,0.5321349501609802
@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,NEG,LABEL_1,0.5369789004325867
"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",POS,LABEL_1,0.5271866321563721
$KEP breaking out when the market pulls back  http://stks.co/r0cet,POS,LABEL_1,0.5389868021011353
$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,POS,LABEL_1,0.5334345102310181
"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",POS,LABEL_1,0.5363709926605225
$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,POS,LABEL_1,0.5079048275947571
@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,POS,LABEL_1,0.5337151288986206
$FB they are hitting  everything in sight.short it. but twtr,NEG,LABEL_1,0.5199342370033264
$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,NEG,LABEL_1,0.5284609794616699
"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",POS,LABEL_1,0.5228250026702881
"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",NEG,LABEL_1,0.5374343395233154
"$INO Up, up, and away!",POS,LABEL_1,0.513555109500885
$BOBE down $2.84  premarket,NEG,LABEL_1,0.5234552025794983
$CHRM Loooooongggggg base,POS,LABEL_1,0.5258165001869202
$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,NEG,LABEL_1,0.5321695804595947
$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,POS,LABEL_1,0.5210562944412231
$GS sells flat..I am out..,NEG,LABEL_1,0.5249695181846619
Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,POS,LABEL_1,0.5373813509941101
NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,NEG,LABEL_1,0.5331971645355225
$WX Decent pull back . .,NEG,LABEL_1,0.528175950050354
"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",POS,LABEL_1,0.5314826369285583
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,POS,LABEL_1,0.5382208824157715
Long $GPRO for a brealout trade,POS,LABEL_1,0.5264130234718323
$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,NEG,LABEL_1,0.5325835347175598
$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,NEG,LABEL_1,0.5396289229393005
"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",NEG,LABEL_1,0.5270547866821289
@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,POS,LABEL_1,0.5277584195137024
Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,NEG,LABEL_1,0.5317367911338806
"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",NEG,LABEL_1,0.5173016786575317
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,NEG,LABEL_1,0.5353111028671265
$YANG Double bottom 5.2,POS,LABEL_1,0.5279838442802429
$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,POS,LABEL_1,0.5362976789474487
$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,POS,LABEL_1,0.5290723443031311
$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,POS,LABEL_1,0.5246286988258362
"$WFM Bought a little yesterday, hoping for an earnings pop.",POS,LABEL_1,0.5183887481689453
EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,POS,LABEL_1,0.5453872680664062
$IBIO  up 10% in premarket ready for lift off,POS,LABEL_1,0.5291659235954285
"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",POS,LABEL_1,0.5146468877792358
"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",NEG,LABEL_1,0.525454044342041
"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",POS,LABEL_1,0.5363988876342773
$LUV Continues to consolidate above previous break out area...,POS,LABEL_1,0.5333042144775391
$REN bottoming out again.. Good time to buy,POS,LABEL_1,0.5273030996322632
$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,NEG,LABEL_1,0.5307730436325073
$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,NEG,LABEL_1,0.5248000025749207
$GALE Breakout Coming Soon!,POS,LABEL_1,0.5289528965950012
"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",POS,LABEL_1,0.5288442373275757
$AAPL $131 rally mode,POS,LABEL_1,0.5273224115371704
$MPWR CEO sells 450k april 15th..meh,NEG,LABEL_1,0.5397376418113708
"Homebuilders - $RYL breaking below support, watch this one.  $SPY",NEG,LABEL_1,0.5182055234909058
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,NEG,LABEL_1,0.5325161218643188
$AMZN Going thru the roof needs a sell!,POS,LABEL_1,0.5208027958869934
"$ESI on lows, down $1.50 to $2.50 BK a real possibility",NEG,LABEL_1,0.531248927116394
Short on $ATVI from 24.55.,NEG,LABEL_1,0.5244669914245605
End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,POS,LABEL_1,0.5324586033821106
"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",POS,LABEL_1,0.5292296409606934
$NEON oversold,POS,LABEL_1,0.5244244337081909
"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",POS,LABEL_1,0.5254231691360474
"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",POS,LABEL_1,0.5201272964477539
$INVE : SEE YA ABOVE $8,POS,LABEL_1,0.5273265242576599
$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,POS,LABEL_1,0.5369951725006104
"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",POS,LABEL_1,0.5304703116416931
Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,POS,LABEL_1,0.5361682772636414
$BIOC RSI extremely in long's favor looking at BIOC historically.,POS,LABEL_1,0.5237654447555542
$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,POS,LABEL_1,0.5316647887229919
$VMW  Got a nice push today following small sweepers of May C this morning,POS,LABEL_1,0.5356036424636841
$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,NEG,LABEL_1,0.5367293357849121
$AAPL Dips being bought up real quick. Higher lows fo sho,POS,LABEL_1,0.5256914496421814
Long $X 24.62,POS,LABEL_1,0.5167292356491089
$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,POS,LABEL_1,0.5342937111854553
@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,POS,LABEL_1,0.543565034866333
ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,NEG,LABEL_1,0.5162599086761475
$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,POS,LABEL_1,0.5237150192260742
"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",NEG,LABEL_1,0.5308001637458801
$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,NEG,LABEL_1,0.5290321707725525
$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,POS,LABEL_1,0.5285933017730713
"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",POS,LABEL_1,0.5323809385299683
$SPY Looks like bear traps getting laid faster than Cadbury Creme Eggs by the Easter Bunny,POS,LABEL_1,0.5171331167221069
$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,POS,LABEL_1,0.5299606919288635
$IWM same conditions that sent markets to tumble all hitting this week,NEG,LABEL_1,0.523280918598175
$CRK time to accumulate for a long position with far more upside than downside,POS,LABEL_1,0.5310842394828796
$BWLD bearish engulfing candle,NEG,LABEL_1,0.5129443407058716
for @vnoto74 to follow:  after a SELL signal by $NDX internals [06/23] ~> technical SELL $QQQ [06/25] ~> DOWN,NEG,LABEL_1,0.5417011976242065
$AWR Standard & Poor's Affirms 'A+' Credit Rating at American States Water Company and Golden State Water Company http://stks.co/f2P94,POS,LABEL_1,0.529566764831543
$FREE Ha Heeeeeere comes the pump! So glad I picked up 9K end of day! Get ready for the bull ride!,POS,LABEL_1,0.524751603603363
$NUAN held up well after the big gains! Maybe we're finally on the move on this!!its still very undervalued and has major upside,POS,LABEL_1,0.5235721468925476
Why $MCD looks set to fall further. http://stks.co/f2fgj,NEG,LABEL_1,0.5371630787849426
@technik I still have a smaller $GILD pos. Being very tender with cash due to volatility. So reluctant to keep many big positions.,POS,LABEL_1,0.5353163480758667
$FB bot some @78.47 breakout from the consolidation zone :D,POS,LABEL_1,0.531052827835083
$XLI Potential intermediate top in an Uptrend on a 60'-15'-4' charts http://stks.co/j1TdF,POS,LABEL_1,0.5426244139671326
$TWTR sad the only thing to move this is a takeover rumor only to be sold off next day !,NEG,LABEL_1,0.5176480412483215
"$VRTX Vertex. Monthly -lower hi/lower lo,  Long term uptrend intract so far",POS,LABEL_1,0.5342691540718079
$GEVO PLUNGING!  Back to $3.55.,NEG,LABEL_1,0.5194043517112732
energy still failing to close above the 10D MA.  continues to stand out weak $XLE,NEG,LABEL_1,0.5283159613609314
$ENB.CA {Head&Shoulders} bullish reversal setup and breakout. Oil and Gas Pipleline stock. $USO,POS,LABEL_1,0.5345309972763062
"$IMRS - it's important to be pragmatic in analysis...high prices could offer head-winds....bullish story intact,evenif the market rolls over",POS,LABEL_1,0.5235530138015747
Micron Shares Pounded On Fears Of Loss Of Business From Apple; Stifel Defends $AAPL $MU http://stks.co/t1Z8T @Marjo,NEG,LABEL_1,0.5212752223014832
"$CHKP ABC Bullish Pattern, Targets https://t.co/uVMmRSR5Zy",POS,LABEL_1,0.5348678231239319
$TSLA is now up 57% from its February low. Amazing rebound.,POS,LABEL_1,0.5274063348770142
$SBUX downgraded to neutral at Deutsche Bank. Price target reduced to $64 from $70.,NEG,LABEL_1,0.5259156823158264
"Micron Technology Inc #NASDAQ: $MU down 2.3% today and down 8.9% since being put on ""The Short"" https://t.co/EQQLTfUiOU",NEG,LABEL_1,0.528841495513916
$YHOO About to break out on the 5-min...,POS,LABEL_1,0.5204593539237976
$GILD 91 now support. $IBB $BIB https://t.co/GIoOf6zbKv,POS,LABEL_1,0.5421222448348999
$FB down 7.5% from this #bearish pattern.  Considering the #bullish sentiment - That's an impressive bearish move https://t.co/TaJF0cH2qh,NEG,LABEL_1,0.5239866375923157
$SAVE long. https://t.co/yEJuS9cMlC,POS,LABEL_1,0.5386213660240173
@mugatushair Now it is time to short $TSLA,NEG,LABEL_1,0.519422709941864
$COST Costco less than stellar day but it held the 50 day moving average,NEG,LABEL_1,0.5258480310440063
"$AGN and $PYPL under pressure along with the market, however there were bullish options trades in both this morning https://t.co/9xG5W8nONT",POS,LABEL_1,0.5282233953475952
Costco: A Premier Retail Dividend Play https://t.co/Fa5cnh2t0t $COST,POS,LABEL_1,0.5265308022499084
$INTC finally some nice downside move... looking for the 31 handle to break,NEG,LABEL_1,0.5155942440032959
"$YHOO fishy action. New party interested (DailyMail) bounce & retreats. Not short by any means, but action questions big up move. Thoughts?",NEG,LABEL_1,0.5188664197921753
