_id,Sentence,Company,Sentiment,Type,Coarse-Grained Event,Fine-Grained Event,Industry
16011,"Key price to watch in $NFLX, off the previous double top reject, 218.23 http://stks.co/sIYn",NFLX,NEG,post,Stock Affairs,Stock Price Movement,Entertainment
16012,$SPY Tomorrow party time for the Bears!! $GOOG and $MSFT -5.5%,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16014,"$SLV -4.44% at 18 now AWFUL, down from 42.50",SLV,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16015,$SPY c'mon bulls buy DIPS!,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16019,@gakrum nice chart shows distinctive down channel not a dip.. where do you see the bottom? $SPY ..$150? ..$130?,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16026,$DXCM - Making higher highs & higher lows as it consolidates over past several weeks. 26.70 was all time high (2006).,DXCM,POS,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
16028,"#Apple breaks major support, here are some levels to watch - http://stks.co/jRmW $AAPL $QQQ",QQQ,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16031,$CRUS Upgraded to a buy by Alpha Street Research,CRUS,POS,post,Stock Affairs,Other Stock Affairs,Semiconductors & Semiconductor Equipment
16039,"$NFLX small pos, short 180 wkly puts.",NFLX,NEG,post,Stock Affairs,Other Stock Affairs,Entertainment
16040,$TSLA I see more downside in next two weeks be careful -20 dollars drop potential vs +10 up moved,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
16044,$FB Big Money Is Pouring Into Facebook From All Directions;http://stks.co/sOwG,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16048,$LULU #Outlook #Q1 2013 #lost revenue in the range of $12 million to $17 million -not good,LULU,NEG,post,Financial Affairs,Other Financial Affairs,Specialty Retail
16054,@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,BBRY,POS,post,Business Operations,Product Dynamics,Communications Equipment
16058,$NUGT longer term bullish,NUGT,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16059,"2nd raise this year.  ""@BVHealthcare: $QCOR Questcor Increases Quarterly Cash Dividend 20 Percent.. http://stks.co/goan""",QCOR,POS,post,Shareholder Affairs,Other Shareholder Affairs,Biotechnology
16061,$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,PAY,POS,post,Stock Affairs,Stock Price Movement,Software
16066,$SPY  still wants higher I think.,SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16079,$BBRY lets see 14+ today,BBRY,POS,post,Business Operations,Other Business Operations Affairs,Communications Equipment
16083,$DCTH Near HOD,DCTH,POS,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
16084,$MSFT SQL Server revenue grew double-digit with SQL Server Premium revenue growing over 30% http://stks.co/ir2F,MSFT,POS,post,Financial Affairs,Other Financial Affairs,Software
16085,$GTE LONG at 7.44,GTE,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16089,$DARA breaking out,DARA,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16094,$TSLA gyrating @ S1 above gap. keeping an eye on S2 http://stks.co/jQfB,TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
16100,"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",CNP,POS,post,Stock Affairs,Other Stock Affairs,Electric Utilities
16102,$BBRY Actually lost .03c per share if U incl VZ as no debt and 3.1 in Cash.,BBRY,NEG,post,Financial Affairs,Profit Announcement,Communications Equipment
16103,$BBRY nice bounce,BBRY,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
16108,"$DNN picked some up, like this going into 2014",DNN,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16110,$NUGT Gold above 1400...wow,NUGT,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16111,$BBRY Ready for Take OFF!,BBRY,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
16112,$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,VOLC,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16121,"$YOKU high volume blast off Friday, goes higher  http://stks.co/qSaL",YOKU,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16132,$aapl key is to breakout above 460 on solid volume or else it's a no trade for now,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16133,$spy bumping its head on declining daily 8ma as overhead resistance. Then the big brother 50ma just above that.,SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16141,"Long Position on $IP,....Scaling UP http://stks.co/sIln",IP,POS,post,Stock Affairs,Stock Price Movement,Containers & Packaging
16142,$FB churning in high volume @ IPO price. Lot's of sellers trying to get out. Might take a while here to consolidate before moving higher.,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16144,The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,BA,NEG,post,Stock Affairs,Stock Price Movement,Aerospace & Defense
16154,"$TXRH reports Q1 EPS of $0.37 versus the estimated $0.35, beating by $0.02. EPS were Up 19% from the same quarter last year.",TXRH,POS,post,Financial Affairs,Profit Announcement,"Hotels, Restaurants & Leisure"
16156,"$AAPL is now beaten down, hated, etc. / hhhmm opposite of 700> what happens next?",AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
16160,@asdfLLC. Nice pop today. Told ya we would be green haha. Funny you bring that up. I'm actually working on a story about $NOK at the moment,NOK,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
16161,$AMCN pushing highs,AMCN,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16163,@pierrules: $SIRI LONG!!,SIRI,POS,post,Stock Affairs,Stock Price Movement,Entertainment
16164,$FB SHIFTING ON THE 15 MINUTE HERE - SUSPECT TO TAKE HIGHS,FB,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16166,$AMRN You can many times find top and bottoms when shorts start rejoicing or bulls start rejoicing. Currently it is the shorts rejoicing,AMRN,NEG,post,Stock Affairs,Stock Price Movement,Pharmaceuticals
16176,"$CNDO 21% short float, shorts likely to take profits into close",CNDO,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
16177,$RNN staying above the open a very good sign!!!,RNN,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16178,Watch these bancos.they're holding up relatively well compared to the broad market $XLF $BAC $GS $C <--large C buying in $BAC in backburner,XLF,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16190,$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),CAT,NEG,post,Stock Affairs,Stock Price Movement,Machinery
16200,$PRGN A bottom right here?,PRGN,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16202,"$SPY Less than 0.2% down and people are calling it bearish. Some heading for exits already. Maybe 1% down will be ""the crash""? Disturbing!",SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16203,"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",P,POS,post,Stock Affairs,Stock Price Movement,Consumer Finance
16204,$AAPL Action into the close indicates that $AAPL probably hit a near term high.  Momentum slowing after a huge run.,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16213,$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,V,NEG,post,Stock Affairs,Stock Price Movement,Consumer Finance
16215,$AMZN Trailing 12 months operating cash flow rose 48% to $4.98 billion & free cash flow decreased 63% to $388 million http://stks.co/c06zG,AMZN,NEG,post,Financial Affairs,Other Financial Affairs,Broadline Retail
16217,"$RNN day traders flushed out, it should start going up slowly from now on .",RNN,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16220,@chessNwine: $IWM 30-Minute Chart. Small caps threatening descending triangle breakdown under $110.20.  http://stks.co/r0KKm,IWM,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16223,$YELP This goes green and so many shorts are toast!,YELP,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16224,RT @tomhend777 $MU needs to hold here -Broken for now. Needs big flush. Still not technically oversold so now big bounce yet,MU,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
16227,$AMRN Got sell signal 7/1/14 still in force with target below 1.50,AMRN,NEG,post,Stock Affairs,Stock Price Movement,Pharmaceuticals
16228,"$SLV POS, been saying it for 2 years. Going lower. Forget about it or go short.",SLV,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16238,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,WMB,POS,post,Stock Affairs,Other Stock Affairs,"Oil, Gas & Consumable Fuels"
16239,$DNKN $KKD $DPZ $LOCO Inside week buy triggers. http://stks.co/h0vV8  http://stks.co/r0ebN,LOCO,POS,post,Stock Affairs,Stock Price Movement,"Hotels, Restaurants & Leisure"
16270,"$RIG whos ever pushing this is crazy, get ready for suspended dividend (turning into growth stock) blow out earnings, and major buyback, lol",RIG,NEG,post,Shareholder Affairs,Other Shareholder Affairs,Energy Equipment & Services
16271,$AAPL Nice RSI 33 bounce at 9:58,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16284,"$AXDX I got bored, and took my proprietary profit exit. I didn't like the option liquidity and lousy spreads.",AXDX,NEG,post,Stock Affairs,Stock Price Movement,Industrial Conglomerates
16287,$NFLX Easy pop to 500$ by end of feb.. Then steady as she goes for 600 into second earnings report..800$ year end no matter what,NFLX,POS,post,Stock Affairs,Stock Price Movement,Entertainment
16298,$IWM relative weakness is pretty apparent but the short boat is getting full on this one. I prefer the boat closer to empty.,IWM,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16306,@saltwaternurse $INO can test 10 again in next few days. time to take some profits here. or hedge with puts.,INO,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
16309,"@Stockoptionexpert: $MAT - 6%, big trader added 10000 April put contracts 3 days ago  http://stks.co/c1Ols",MAT,NEG,post,Stock Affairs,Other Stock Affairs,Leisure Products
16311,$FTI Breakout today after reporting earnings last night,FTI,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
16321,"$KO had missed earnings expectations for the last two quarters, so today’s strong results came as a major surprise http://stks.co/d0RHF",KO,POS,post,Financial Affairs,Profit Announcement,Beverages
16337,$COH Gaining Momentum! Nice buy signals here! Long Over $35.92 http://stks.co/t0tAh,COH,POS,post,Stock Affairs,Stock Price Movement,Specialty Retail
16344,$BABA may take a few days wks months watch what happened to $FB $TWTR after they IPO. mrkt needs to washout. to hunt well need 2 wait stalk.,TWTR,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16347,$RAD All my charts are flashing oversold.,RAD,NEG,post,Stock Affairs,Stock Price Movement,Specialty Retail
16363,$RSOL bought 3500 shares today!,RSOL,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16364,$ARIA This is the reason why shorts don't show up...long steady small climbs. The best way to accrue value. IMO,ARIA,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16373,$CAMT Looks like might break down. I'm out,CAMT,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
16395,$ATHN Seems like a good short setup. Stop above the 50 day. No position.,ATHN,NEG,post,Stock Affairs,Other Stock Affairs,Biotechnology
16396,$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,KIOR,NEG,post,Business Operations,"Sales, Market Share Changes","Oil, Gas & Consumable Fuels"
16398,$AAPL  downgrade is bias. This stock is a buy.,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16399,LinkedIn Revenue Up Nearly 50% http://stks.co/g1F4T  $LNKD,LNKD,POS,post,Financial Affairs,Profit Announcement,Interactive Media & Services
16403,$PLUG bear raid,PLUG,NEG,post,Stock Affairs,Stock Price Movement,Electrical Equipment
16405,$GPRO down 25% since Tue morning.,GPRO,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
16417,$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,ROST,POS,post,Stock Affairs,Other Stock Affairs,Specialty Retail
16433,$ARIA Bounce Player! Long above $6.17 http://stks.co/q0WfF,ARIA,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16435,"$TSLA looking good..i'd love to see a basing action here, letting the RSI take a breather. http://stks.co/g1T7c",TSLA,POS,post,Stock Affairs,Stock Price Movement,Automobiles
16438,$RAD I would consider this opportunity to add my position because the company is on the right track they are still improving sales...,RAD,POS,post,Financial Affairs,Other Financial Affairs,Specialty Retail
16440,$GTAT Will re-enter short on bounce...,GTAT,NEG,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
16450,$TROW Ascending triangle gives a bullish bias to this chart. Breakout above 84 will be positive http://stks.co/g0ls5,TROW,POS,post,Stock Affairs,Stock Price Movement,Capital Markets
16464,$AEGN MACD and ADX are crossing over the signal lines! Long Setup http://stks.co/qzzx,AEGN,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16465,what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,INO,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
16468,$RNN More bleeding Monday.,RNN,NEG,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16476,$PLUG Closed short position. Small gain. Not interested in options expiring worthless,PLUG,POS,post,Stock Affairs,Other Stock Affairs,Electrical Equipment
16477,$UBNT still having some trouble at the resistance line. Should resolve soon.@cheri1 @strattonite   http://stks.co/c0sU4,UBNT,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
16483,$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,TWTR,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16491,$MXWL Oh snap. Just went long again. LT,MXWL,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
16493,$HRL ready to pop! http://stks.co/s0Ny4,HRL,POS,post,Stock Affairs,Stock Price Movement,Food Products
16501,Just stumbled upon this amazing chart - $OFIX - holy guac. SUPER overbought. http://stks.co/e0PX1,OFIX,NEG,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
16505,$FB i guess they want it down look at the those sell orders,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16506,@ACInvestorBlog: $SPY eod run :),SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16513,Phew! So far good $BBRY did not break 10.40 coz I was told that is key support level.,BBRY,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
16517,$Oil slid to a four-year low after #OPEC kept its oil production unchanged  http://stks.co/a1IX4 $USO $WTI $Brent,WTI,NEG,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16525,$CDTI bounce here on support or H&S setup this area is very important for bulls to not lose http://stks.co/c0mf3,CDTI,POS,post,Stock Affairs,Stock Price Movement,Automobile Components
16526,$LNKD Daily Phase 2 retest - Price experiencing early rejection. Can it retest? http://stks.co/t04xX,LNKD,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16536,3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,NTAP,POS,post,Stock Affairs,Other Stock Affairs,"Technology Hardware, Storage & Peripherals"
16555,$GOOG Testing the 200 day after some consolidation http://stks.co/h0cPJ,GOOG,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16569,Walter Investment Management Corp Receives a Sell from Compass Point $WAC http://stks.co/c1IvX,WAC,NEG,post,Stock Affairs,Other Stock Affairs,"Oil, Gas & Consumable Fuels"
16587,"So as of today's close (8/15/14), I'm long $TSLA $AMTD $TWTR $FB $AAPL $CELG - all on a longer-term, technical swing long basis.",TWTR,POS,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16588,"$HAL If bulls lucky enuff to get an upside gap fill, better take it. Wouldn't chase it here. http://stks.co/r12Us",HAL,POS,post,Stock Affairs,Stock Price Movement,Energy Equipment & Services
16598,@1nvestor: $SODA has a 42.71% Float Short. LoL  http://stks.co/e0DfP,SODA,NEG,post,Stock Affairs,Stock Price Movement,Beverages
16600,"@BrooklynBandit: $SIMO Basing nice. A close over 24.18 is bullish $QQQ $SPY $STUDY watch for a close near HOD. Currently up +3%"" up +5%",SPY,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16602,$KEP breaking out when the market pulls back  http://stks.co/r0cet,KEP,POS,post,Stock Affairs,Stock Price Movement,Electric Utilities
16604,$VIPS similar pattern like beginning of May. Did u sell? Same now..will go up much higher after this drop.,VIPS,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
16609,"@Binkster69 Not that. it's just ER's lol. But looking at the correlation of $ARIA and foreign price charts, they are all poised to breakout.",ARIA,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16618,$GDX $GDXJ $JNUG - strong move today for the Junior Gold Miners - keep an EYE out for a gap fill -,JNUG,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16629,@BULLYA @pollux654321 My 50 $KORS 80 Calls are going to b a Blessing for my Daughters tuition!,KORS,POS,post,Stock Affairs,Stock Price Movement,"Textiles, Apparel & Luxury Goods"
16634,$FB they are hitting  everything in sight.short it. but twtr,FB,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16637,$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,TSLA,NEG,post,Stock Affairs,Stock Price Movement,Automobiles
16641,"$KNDI Let's see some higher highs and higher lows rest of the day , slow and steady",KNDI,POS,post,Stock Affairs,Stock Price Movement,Leisure Products
16643,"$IFF technical alerts: Stochastic Sell Signal, 200 DMA Support, and 50 DMA Support  http://stks.co/p12QY",IFF,NEG,post,Stock Affairs,Stock Price Movement,Chemicals
16647,"$INO Up, up, and away!",INO,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16648,$BOBE down $2.84  premarket,BOBE,NEG,post,Stock Affairs,Stock Price Movement,Specialty Retail
16668,$CHRM Loooooongggggg base,CHRM,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16672,$NQ got hit hard lower this AM --> looks like it has found support a 18.89 http://stks.co/s052z,NQ,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16687,$RSH - looking for first profitable quarter in 3 years!!!  ;).  LONG & STRONG,RSH,POS,post,Stock Affairs,Stock Price Movement,Real Estate Management & Development
16688,$GS sells flat..I am out..,GS,NEG,post,Stock Affairs,Stock Price Movement,Capital Markets
16691,Synergy Pharma Soars 67% Today On Positive Phase 3 Results $SGYP http://stks.co/j2awg,SGYP,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16692,NaturalGas Settles At 3-year Low $DBO $BNO  http://stks.co/d27qX,DBO,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16693,$WX Decent pull back . .,WX,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
16698,"09:01 AM      $AKS  DJ AK Steel Revenue Rises 36% on Auto Sector Demand, Acquisition",AKS,POS,post,Financial Affairs,Profit Announcement,Metals & Mining
16699,$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,BBRY,POS,post,Stock Affairs,Stock Price Movement,Communications Equipment
16700,Long $GPRO for a brealout trade,GPRO,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16706,$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,UGAZ,NEG,post,Business Operations,Other Business Operations Affairs,Energy Equipment & Services
16708,$ISRG - ISRG Short - http://stks.co/f1vVU http://stks.co/c1qrm,ISRG,NEG,post,Stock Affairs,Stock Price Movement,Health Care Equipment & Supplies
16716,"$HPQ Says Breakup Will Cost Billions, but Sees Savings Too http://stks.co/p27hZ",HPQ,NEG,post,Compliance and Credit,Other Compliance and Credit Affairs,"Technology Hardware, Storage & Peripherals"
16740,@Renatta @Fr0van @kjepeneter @RPTL  Strong close 4 $PLNR  coming,PLNR,POS,post,Stock Affairs,Stock Price Movement,Semiconductors & Semiconductor Equipment
16741,Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,CPIX,NEG,post,Stock Affairs,Stock Price Movement,Pharmaceuticals
16747,"$GILD Sandbagged the guidance so the can use that last 3 billion up.  CC was cautiously optimistic, wait til Next ER for confirmation",GILD,NEG,post,Financial Affairs,Profit Forecast,Pharmaceuticals
16751,End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,LPG,NEG,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16765,$YANG Double bottom 5.2,YANG,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16786,$HYG Potential continuation Uptrend on a 60'-15'-4' charts http://stks.co/t1Qp6,HYG,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16798,$CYTX looks like an ascending channel on Finfiz http://stks.co/f26r4,CYTX,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16799,$AAPL Now I'm glad I got stopped out of my $113 weeklies when I did. Will re-enter next Monday for the #earnings run-up.,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16804,"$WFM Bought a little yesterday, hoping for an earnings pop.",WFM,POS,post,Stock Affairs,Stock Price Movement,Consumer Staples Distribution & Retail
16806,EUR/USD Finding Support Near 1.10 Level $ERO $UUP $UDN $FXE  http://stks.co/b29eU,UUP,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16817,$IBIO  up 10% in premarket ready for lift off,IBIO,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16833,"RECAP: $MSFT rumor this morning had them spinning off XBOX unit, stock grinds up all day to close on highs",MSFT,POS,post,Business Operations,Other Business Operations Affairs,Software
16849,"$AAPL AAPL finally breaking under the 49 M.A.. With no buybacks this week, look for AAPL to test the 120 support area.",AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
16856,"$DGI technical alerts: Gilligan's Island Buy Setup, Stochastic Buy Signal, Lizard Bullish, Hammer Candlestick, Wid... http://stks.co/c29Nu",DGI,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16863,$LUV Continues to consolidate above previous break out area...,LUV,POS,post,Stock Affairs,Stock Price Movement,Passenger Airlines
16866,$REN bottoming out again.. Good time to buy,REN,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16868,$GOOGL Hit With Lawsuit from Russian Search Engine $YNDX http://stks.co/b1kD8,YNDX,NEG,post,Compliance and Credit,Company Litigation,Interactive Media & Services
16870,$AAPL at resistance right here...sold my shares...will buy back if it dips or if it goes in the 128 gap zone,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
16873,$GALE Breakout Coming Soon!,GALE,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16880,"$RUSS Don't catch falling knives, but I think an entry is coming soon on this",RUSS,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16885,$AAPL $131 rally mode,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16888,$MPWR CEO sells 450k april 15th..meh,MPWR,NEG,post,Shareholder Affairs,Stock Holding Adjustment,Semiconductors & Semiconductor Equipment
16890,"Homebuilders - $RYL breaking below support, watch this one.  $SPY",SPY,NEG,post,Stock Affairs,Stock Price Movement,Financial Services
16912,$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
16914,$AMZN Going thru the roof needs a sell!,AMZN,POS,post,Stock Affairs,Stock Price Movement,Broadline Retail
16915,"$ESI on lows, down $1.50 to $2.50 BK a real possibility",ESI,NEG,post,Stock Affairs,Stock Price Movement,Chemicals
16916,Short on $ATVI from 24.55.,ATVI,NEG,post,Stock Affairs,Stock Price Movement,Interactive Media & Services
16920,End Of Day Scan: Bullish MA  Crossovers $BBVA $PDS $NTLS $NGL $SBRCY $FGL $MTNOY $TTT  www.dailystockplays.com,TTT,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16925,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",NAVB,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16926,$NEON oversold,NEON,POS,post,Stock Affairs,Stock Price Movement,"Electronic Equipment, Instruments & Components"
16927,"$SSYS just re-tested lows . Should rise steadily from here. It hit $81 just 21 trading days ago, and $130.86 on Sept 18. It'll do it again.",SSYS,POS,post,Stock Affairs,Stock Price Movement,"Technology Hardware, Storage & Peripherals"
16928,"$KNDI Break that HOD on volume, and we have a nice consolidation completed for another run.",KNDI,POS,post,Stock Affairs,Stock Price Movement,Leisure Products
16934,$INVE : SEE YA ABOVE $8,INVE,POS,post,Stock Affairs,Stock Price Movement,Building Products
16938,$BXS: BancorpSouth Announces Extension of Merger Agreements with ... http://stks.co/s2PDF,BXS,POS,post,Financing and Investment,Mergers and Acquisitions,Banks
16940,"Maglan Capital Up +20.84% In February, Long Fairpoint  http://stks.co/s1eQc $$ $FRP",FRP,POS,post,Stock Affairs,Stock Price Movement,Financial Services
16947,Exact (EXAS) Flagged As Strong On High Volume $EXAS http://stks.co/r26Ra,EXAS,POS,post,Stock Affairs,Stock Price Movement,Life Sciences Tools & Services
16956,$BIOC RSI extremely in long's favor looking at BIOC historically.,BIOC,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16966,$TNH Looks like an explosive setup if it can break the 20EMA and 105 level http://stks.co/b1SVH,TNH,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
16971,$VMW  Got a nice push today following small sweepers of May C this morning,VMW,POS,post,Stock Affairs,Stock Price Movement,Software
16975,$DDD 3D Systems (DDD) Stock Receives Ratings Downgrade Today at Jefferies http://stks.co/g1cqd,DDD,NEG,post,Stock Affairs,Other Stock Affairs,"Technology Hardware, Storage & Peripherals"
16977,$AAPL Dips being bought up real quick. Higher lows fo sho,AAPL,POS,post,Stock Affairs,Stock Price Movement,Household Durables
16978,Long $X 24.62,X,POS,post,Stock Affairs,Stock Price Movement,Metals & Mining
16982,$NKE gapping up to all time highs http://stks.co/q1jAu #tradeideas http://stks.co/r1j6c,NKE,POS,post,Stock Affairs,Stock Price Movement,"Textiles, Apparel & Luxury Goods"
16986,@Intuitiv $CLNE gasoline prices spike in California. http://stks.co/t1bOi,CLNE,POS,post,Stock Affairs,Stock Price Movement,"Oil, Gas & Consumable Fuels"
16994,ESPN Files Lawsuit Against Verizon - http://stks.co/i2Cj1 $VZ,VZ,NEG,post,Compliance and Credit,Company Litigation,Diversified Telecommunication Services
17008,$AVGO great growth stk &  also raised dividend . clearly a great investment http://stks.co/r2F3h,AVGO,POS,post,Shareholder Affairs,Other Shareholder Affairs,Semiconductors & Semiconductor Equipment
17010,"$RXII Tang really is toxic, they keep bringing the share price down. At least they could let it climb a little before dragging it down.",RXII,NEG,post,Stock Affairs,Stock Price Movement,Biotechnology
17020,$AAPL near a 3% drop thats a lot... now the best i can do is HOLD ER lol,AAPL,NEG,post,Stock Affairs,Stock Price Movement,Household Durables
17025,$HCP Come to the party and buy this -gonna give solid gains and a dividend $$$$$$,HCP,POS,post,Shareholder Affairs,Other Shareholder Affairs,Diversified REITs
17028,"$ONTY Continues to base as debate lingers. ONT-10 data next potential catalyst. If positive, stock quickly moves to $10. Downside limited.",ONTY,POS,post,Stock Affairs,Stock Price Movement,Biotechnology
